id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134819.T10.3.D1.1.count	I.H.134819.T11.3.D1.1.count	I.H.134819.T12.3.D1.1.count	I.H.134819.T14.3.D1.1.count	I.H.134819.T15.3.D1.1.count	I.H.134819.T16.3.D1.1.count	I.H.134819.T9.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
321	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25669433	25669435	12	120807841	120807843	-	-	TRA	-1	0	107	93	104	196	134	0	AC003090.1	AC003090.1	ENST00000446840	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
57	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25680724	25680724	7	26012842	26012844	+	-	H2H_INV	332118	0	100	123	135	214	197	0	AC003090.1	AC003090.1	ENST00000446840	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
53	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25718123	25718125	7	25912448	25912448	-	+	T2T_INV	194325	0	60	101	88	149	161	0	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	_	_	_	_	_	_	_	_	_	0
264	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25741247	25741249	12	70918250	70918252	-	-	TRA	-1	0	78	82	85	132	102	0	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	PTPRB	PTPRB	ENST00000334414	-1	_	exon	33	34	_	100
165	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25759820	25759820	12	69557394	69557394	+	+	TRA	-1	0	92	99	78	139	148	0	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	_	_	_	_	_	_	_	_	_	0
376	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25779539	25779542	12	126694862	126694865	-	+	TRA	-1	0	97	101	87	190	176	0	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	RP4-765H13.1	RP4-765H13.1	ENST00000536505	1	_	UTRintron	1	2	_	100
292	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25795275	25795275	12	118706109	118706111	+	-	TRA	-1	0	47	44	49	111	93	0	_	_	_	_	_	_	_	_	_	TAOK3	TAOK3	ENST00000392533	-1	_	5UTRintron	1	21	_	0
134	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25845644	25845644	12	69129078	69129078	+	+	TRA	-1	0	68	98	51	116	108	0	_	_	_	_	_	_	_	_	_	NUP107	NUP107	ENST00000229179	1	_	exon	26	28	_	0
116	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25902253	25902258	12	58211192	58211197	-	+	TRA	-1	0	127	174	114	251	212	0	_	_	_	_	_	_	_	_	_	AVIL	AVIL	ENST00000549994	-1	_	5UTRintron	1	6	_	0
56	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25921610	25921610	7	25977198	25977200	+	-	H2H_INV	55588	0	101	152	117	226	221	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
306	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25932670	25932673	12	118964022	118964025	-	+	TRA	-1	1	97	93	81	167	148	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
157	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25934365	25934365	12	69393100	69393100	+	+	TRA	-1	0	61	67	62	117	105	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
120	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25935610	25935610	12	58240042	58240044	+	-	TRA	-1	0	119	176	100	225	216	0	_	_	_	_	_	_	_	_	_	CTDSP2	CTDSP2	ENST00000398073	-1	1	intron	1	8	_	0
119	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25935881	25935883	12	58229423	58229423	-	+	TRA	-1	0	89	121	74	176	167	0	_	_	_	_	_	_	_	_	_	CTDSP2	CTDSP2	ENST00000398073	-1	1	intron	1	8	_	0
235	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25942308	25942310	12	70524567	70524569	-	-	TRA	-1	0	84	116	86	201	183	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
315	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25983328	25983331	12	119138888	119138891	-	+	TRA	-1	0	81	63	70	120	90	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
314	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25993069	25993071	12	119136406	119136408	-	-	TRA	-1	0	88	84	96	152	115	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
60	T11	high	R1 77%	tandem_duplication	106	none	#974706	tandem_duplication	10	1	10.chr7.1	10.chr7.2	82298060.5-82298060.5	82321340.5-82321340.5	NA	7	82298058	82298063	7	82321338	82321343	-	-	DUP	23280	0	8	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
63	T11	high	R1 77%	tandem_duplication	107	none	#974706	tandem_duplication	11	1	11.chr7.1	11.chr7.2	95081649-95081649	104282367-104282367	NA	7	95081648	95081650	7	104282366	104282368	-	-	DUP	9200718	0	16	0	0	0	0	0	_	_	_	_	_	_	_	_	_	LHFPL3	LHFPL3	ENST00000535008	1	1	intron	3	5	_	0
62	T14	high	R3 100%	complex_unclassified	45	none	#FF0080	complex	32	2	NA	NA	NA	NA	NA	7	95476291	95476292	7	101527112	101527113	+	-	H2H_INV	6050821	0	0	0	32	0	0	0	DYNC1I1	DYNC1I1	ENST00000324972	1	2	intron	5	17	_	CUX1	CUX1	ENST00000437600	1	0	intron	1	23	_	540
61	T14	high	R3 100%	complex_unclassified	45	none	#FF0080	complex	32	2	NA	NA	NA	NA	NA	7	98005841	98005843	7	101514550	101514552	-	-	DUP	3508709	0	0	1	104	0	0	0	BAIAP2L1	BAIAP2L1	ENST00000005260	-1	0	intron	1	14	_	CUX1	CUX1	ENST00000437600	1	0	intron	1	23	_	540
65	T14	high	R3 100%	complex_unclassified	45	none	#FF0080	inversion	12	1	12.chr7.1	12.chr7.1	95476291.5-124672282.5	95476291.5-124672282.5	0.00327162	7	101510481	101510482	7	124672282	124672283	-	+	T2T_INV	23161801	0	0	0	40	0	0	0	CUX1	CUX1	ENST00000360264	1	0	intron	1	24	_	_	_	_	_	_	_	_	_	_	0
64	T15_35__T16_39	high	R4 35% / R5 39%	simple_deletion	68	none	#FF9D00	simple_deletion	4	1	4.chr7.1	4.chr7.2	113908593.5-113908593.5	113909410.5-113909410.5	NA	7	113908593	113908594	7	113909410	113909411	+	+	DEL	817	0	0	0	0	16	24	0	FOXP2	FOXP2	ENST00000393500	1	_	5UTRintron	2	23	_	FOXP2	FOXP2	ENST00000393500	1	_	5UTRintron	2	23	_	840
66	T14	high	R3 100%	simple_deletion	46	none	#FF0080	simple_deletion	13	1	13.chr7.1	13.chr7.2	128880113-128880113	128881512-128881512	NA	7	128880111	128880115	7	128881510	128881514	+	+	DEL	1399	0	0	0	3	0	0	0	AHCYL2	AHCYL2	ENST00000325006	1	0	intron	1	17	_	AHCYL2	AHCYL2	ENST00000325006	1	0	intron	1	17	_	460
18	T11_T12_T15_T16_100	high	R1,R2,R4,R5 100%	complex_unclassified	6	7q_gain	#3F813F	complex	28	2	NA	NA	NA	NA	NA	7	133099977	133099982	21	36113376	36113381	-	-	TRA	-1	0	21	35	0	38	46	0	EXOC4	EXOC4	ENST00000253861	1	0	intron	7	18	_	_	_	_	_	_	_	_	_	_	0
19	T11_T12_T15_T16_100	high	R1,R2,R4,R5 100%	complex_unclassified	6	7q_gain	#3F813F	complex	28	2	NA	NA	NA	NA	NA	7	133100579	133100580	21	36153476	36153477	+	-	TRA	-1	0	26	36	0	61	44	0	EXOC4	EXOC4	ENST00000253861	1	0	intron	7	18	_	_	_	_	_	_	_	_	_	_	0
556	T12	high	R2 52%	unbalanced_translocation	21	none	#0057FF	unbalanced_translocation	11	1	11.chr7.1	11.chr15.2	145978187.5-145978187.5	89394029.5-89394029.5	NA	7	145978185	145978190	15	89394027	89394032	+	-	TRA	-1	0	0	6	0	0	0	0	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	1	24	_	ACAN	ACAN	ENST00000439576	1	1	intron	10	18	_	540
68	T9	high	D1 6% / D2 58%	tandem_duplication	91	none	#CA9EF8	tandem_duplication	4	1	4.chr7.1	4.chr7.2	147546101.5-147546101.5	147575124.5-147575124.5	NA	7	147546100	147546103	7	147575123	147575126	-	-	DUP	29023	0	0	0	0	0	0	6	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	13	24	_	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	13	24	_	460
564	T11	high	R1 77%	complex_unclassified	108	none	#974706	complex	12	3	12.chr8.1	12.chr8.1	ptel-64335383	ptel-64335383	0.002767577	8	18784278	18784280	8	39177755	39177757	+	+	DEL	20393477	0	5	0	0	0	0	0	PSD3	PSD3	ENST00000327040	-1	1	intron	2	16	_	_	_	_	_	_	_	_	_	_	0
565	T11	high	R1 77%	complex_unclassified	108	none	#974706	complex	12	3	12.chr8.1	12.chr8.1	ptel-64335383	ptel-64335383	0.002767577	8	19146509	19146512	8	39835217	39835220	+	+	DEL	20688708	0	6	0	0	0	0	0	_	_	_	_	_	_	_	_	_	IDO2	IDO2	ENST00000502986	1	0	intron	3	11	_	0
562	T11	high	R1 77%	tandem_duplication	126	none	#974706	tandem_duplication	13	1	13.chr8.1	13.chr8.2	37510769.5-37510769.5	37622118.5-37622118.5	NA	8	37510768	37510771	8	37622117	37622120	-	-	DUP	111349	0	9	0	0	0	0	0	_	_	_	_	_	_	_	_	_	PROSC	PROSC	ENST00000328195	1	0	intron	1	8	_	0
563	T10/T9	high	D1,D2 100%	simple_deletion	82	none	#7800F8	simple_deletion	7	1	7.chr8.1	7.chr8.2	38349457.5-38349457.5	38358198.5-38358198.5	NA	8	38349454	38349461	8	38358195	38358202	+	+	DEL	8741	40	0	0	0	0	0	15	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
567	T11	high	R1 77%	complex_unclassified	108	none	#974706	complex	12	3	12.chr8.1	12.chr8.1	ptel-64335383	ptel-64335383	0.002767577	8	39183863	39183863	8	64335383	64335383	+	+	DEL	25151520	0	6	0	0	0	0	0	_	_	_	_	_	_	_	_	_	CTD-3046C4.1	CTD-3046C4.1	ENST00000522265	-1	_	UTRintron	2	4	_	0
568	T14	high	R3 100%	tandem_duplication	47	none	#FF0080	tandem_duplication	62	1	NA	NA	NA	NA	NA	8	80631184	80631187	8	80840466	80840469	-	-	DUP	209282	0	0	0	7	0	0	0	_	_	_	_	_	_	_	_	_	MRPS28	MRPS28	ENST00000276585	-1	2	intron	2	3	_	0
570	T14	high	R3 100%	tandem_duplication	48	none	#FF0080	tandem_duplication	15	1	15.chr8.1	15.chr8.2	131296359-131296359	131716314-131716314	NA	8	131296358	131296360	8	131716313	131716315	-	-	DUP	419955	0	0	0	30	0	0	0	ASAP1	ASAP1	ENST00000357668	-1	0	intron	2	29	_	_	_	_	_	_	_	_	_	_	0
583	T14	high	R3 100%	complex_unclassified	49	11q_loss	#FF0080	complex	28	4	NA	NA	NA	NA	NA	8	139332265	139332266	11	98277539	98277540	-	+	TRA	-1	0	0	0	47	0	0	0	FAM135B	FAM135B	ENST00000395297	-1	2	intron	2	20	_	_	_	_	_	_	_	_	_	_	0
587	T14	high	R3 100%	complex_unclassified	50	none	#FF0080	complex	29	2	NA	NA	NA	NA	NA	8	145062024	145062026	17	3906973	3906975	-	-	TRA	-1	0	0	0	9	0	0	0	PARP10	PARP10	ENST00000525879	-1	_	5UTRintron	1	5	_	_	_	_	_	_	_	_	_	_	0
586	T14	high	R3 100%	complex_unclassified	50	none	#FF0080	complex	29	2	NA	NA	NA	NA	NA	8	145676014	145676017	17	3906833	3906836	+	+	TRA	-1	0	0	0	20	0	0	0	CYHR1	CYHR1	ENST00000438911	-1	_	exon	5	5	_	_	_	_	_	_	_	_	_	_	0
538	T15_35__T16_39	high	R4 35% / R5 39%	reciprocal_inversion	69	none	#FF9D00	reciprocal_inversion	28	2	NA	NA	NA	NA	NA	9	2861716	2861718	9	3902188	3902188	-	+	T2T_INV	1040472	0	0	0	0	22	22	0	_	_	_	_	_	_	_	_	_	GLIS3	GLIS3	ENST00000381971	-1	0	intron	6	11	_	0
537	T15_35__T16_39	high	R4 35% / R5 39%	reciprocal_inversion	69	none	#FF9D00	reciprocal_inversion	28	2	NA	NA	NA	NA	NA	9	2861717	2861717	9	3902187	3902189	+	-	H2H_INV	1040470	0	0	0	0	16	28	0	_	_	_	_	_	_	_	_	_	GLIS3	GLIS3	ENST00000381971	-1	0	intron	6	11	_	0
539	T14	high	R3 100%	tandem_duplication	51	none	#FF0080	tandem_duplication	63	1	NA	NA	NA	NA	NA	9	11291221	11291222	9	11360617	11360618	-	-	DUP	69396	0	0	0	4	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
540	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15058475	15058476	9	15276193	15276194	-	+	T2T_INV	217718	0	0	0	16	0	0	0	_	_	_	_	_	_	_	_	_	TTC39B	TTC39B	ENST00000512701	-1	0	intron	1	20	_	0
529	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15058475	15058477	16	74620796	74620796	-	+	TRA	-1	0	0	0	5	0	0	0	_	_	_	_	_	_	_	_	_	GLG1	GLG1	ENST00000205061	-1	0	intron	1	27	_	0
525	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15276189	15276190	16	74617716	74617717	+	+	TRA	-1	0	0	0	22	0	0	0	TTC39B	TTC39B	ENST00000512701	-1	0	intron	1	20	_	GLG1	GLG1	ENST00000422840	-1	0	intron	1	26	_	900
541	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15276370	15276372	9	17039811	17039811	-	+	T2T_INV	1763441	0	0	0	5	0	0	0	TTC39B	TTC39B	ENST00000512701	-1	0	intron	1	20	_	_	_	_	_	_	_	_	_	_	0
527	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15276428	15276428	16	74620795	74620795	+	+	TRA	-1	0	0	0	10	0	0	0	TTC39B	TTC39B	ENST00000512701	-1	0	intron	1	20	_	GLG1	GLG1	ENST00000422840	-1	0	intron	1	26	_	900
531	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15276468	15276469	16	74822701	74822702	+	-	TRA	-1	0	0	0	14	0	0	0	TTC39B	TTC39B	ENST00000512701	-1	0	intron	1	20	_	_	_	_	_	_	_	_	_	_	0
542	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15803765	15803767	9	17040032	17040034	-	-	DUP	1236267	0	0	0	8	0	0	0	CCDC171	CCDC171	ENST00000380701	1	0	intron	21	26	_	_	_	_	_	_	_	_	_	_	0
523	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	15803766	15803769	16	74617501	74617504	-	+	TRA	-1	0	0	0	22	0	0	0	CCDC171	CCDC171	ENST00000380701	1	0	intron	21	26	_	GLG1	GLG1	ENST00000422840	-1	0	intron	1	26	_	900
526	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	17039771	17039771	16	74618895	74618897	+	-	TRA	-1	0	0	0	35	0	0	0	_	_	_	_	_	_	_	_	_	GLG1	GLG1	ENST00000205061	-1	0	intron	1	27	_	0
532	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	17039810	17039811	16	74822701	74822702	-	-	TRA	-1	0	0	0	17	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
528	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	17039992	17039993	16	74620795	74620796	-	+	TRA	-1	0	0	0	19	0	0	0	_	_	_	_	_	_	_	_	_	GLG1	GLG1	ENST00000205061	-1	0	intron	1	27	_	0
524	T14	high	R3 100%	complex_unclassified	52	none	#FF0080	complex	31	13	NA	NA	NA	NA	NA	9	17040002	17040003	16	74617699	74617700	+	-	TRA	-1	0	0	0	7	0	0	0	_	_	_	_	_	_	_	_	_	GLG1	GLG1	ENST00000205061	-1	0	intron	1	27	_	0
544	T12	high	R2 52%	tandem_duplication	22	none	#0057FF	tandem_duplication	12	1	12.chr9.1	12.chr9.2	22972916.5-22972916.5	22977409.5-22977409.5	NA	9	22972916	22972917	9	22977409	22977410	-	-	DUP	4493	0	0	12	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
577	T12	high	R2 52%	complex_unclassified	23	none	#0057FF	complex	13	2	13.chr9.2	13.chr11.1	36343185-36343194	62091767-62091897	7.30E-09	9	36343183	36343187	11	62091765	62091769	+	+	TRA	-1	0	0	4	0	0	0	0	RNF38	RNF38	ENST00000259605	-1	2	intron	10	12	_	_	_	_	_	_	_	_	_	_	0
578	T12	high	R2 52%	complex_unclassified	23	none	#0057FF	complex	13	2	13.chr9.2	13.chr11.1	36343185-36343194	62091767-62091897	7.30E-09	9	36343193	36343195	11	62091896	62091898	-	-	TRA	-1	0	0	14	0	0	0	0	RNF38	RNF38	ENST00000259605	-1	2	intron	10	12	_	_	_	_	_	_	_	_	_	_	0
545	T14	high	R3 100%	tandem_duplication	53	none	#FF0080	tandem_duplication	64	1	NA	NA	NA	NA	NA	9	99103638	99103643	9	99288024	99288029	-	-	DUP	184386	0	0	0	36	0	0	0	SLC35D2	SLC35D2	ENST00000253270	-1	0	intron	8	12	_	CDC14B	CDC14B	ENST00000375241	-1	1	intron	9	14	_	700
547	T15_35__T16_39	high	R4 35% / R5 39%	simple_deletion	70	none	#FF9D00	simple_deletion	6	1	6.chr9.1	6.chr9.2	109096531.5-109096531.5	109137300.5-109137300.5	NA	9	109096531	109096532	9	109137300	109137301	+	+	DEL	40769	0	0	0	0	18	35	0	RP11-308N19.1	RP11-308N19.1	ENST00000435485	1	_	UTRintron	2	7	_	RP11-308N19.1	RP11-308N19.1	ENST00000435485	1	_	UTRintron	2	7	_	100
550	T14	high	R3 100%	tandem_duplication	54	none	#FF0080	tandem_duplication	11	1	11.chr9.3	11.chr9.3	122172886.5-122192418.5	122172886.5-122192418.5	0.00024952	9	122172884	122172889	9	122192416	122192421	-	-	DUP	19532	0	0	0	15	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
552	T11	high	R1 77%	simple_deletion	109	none	#974706	simple_deletion	14_1	1	14.chr9.1	14.chr9.1	132006991-qtel	132006991-qtel	#NAME?	9	132006990	132006992	9	132028082	132028084	+	+	DEL	21092	0	33	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
554	T11	high	R1 77%	simple_deletion	110	none	#974706	simple_deletion	14_2	1	14.chr9.1	14.chr9.1	132006991-qtel	132006991-qtel	#NAME?	9	134939770	134939774	9	139024263	139024267	+	+	DEL	4084493	0	33	0	0	0	0	0	MED27	MED27	ENST00000292035	-1	0	intron	2	8	_	_	_	_	_	_	_	_	_	_	0
553	T14	high	R3 100%	simple_deletion	55	none	#FF0080	simple_deletion	20	1	20.chr9.1	20.chr9.2	138881477-138881477	138884490-138884490	NA	9	138881476	138881478	9	138884489	138884491	+	+	DEL	3013	0	0	0	66	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
602	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	10	8817674	8817680	10	9091622	9091628	-	-	DUP	273948	0	18	21	23	30	31	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
128	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	10	9091442	9091444	12	68955854	68955856	-	-	TRA	-1	0	16	16	26	23	23	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
127	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	10	9095437	9095437	12	68955328	68955330	+	-	TRA	-1	0	56	68	119	120	114	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
479	T14	high	R3 100%	unbalanced_translocation	56	none	#FF0080	unbalanced_translocation	42	1	NA	NA	NA	NA	NA	10	56386249	56386250	13	98483668	98483669	-	+	TRA	-1	0	0	0	22	0	0	0	PCDH15	PCDH15	ENST00000320301	-1	1	intron	2	33	_	_	_	_	_	_	_	_	_	_	0
603	T12	high	R2 52%	tandem_duplication	24	none	#0057FF	tandem_duplication	14	1	14.chr10.1	14.chr10.2	66518184-66518184	66519541-66519541	NA	10	66518183	66518185	10	66519540	66519542	-	-	DUP	1357	0	0	13	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
610	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	inversion	43	1	NA	NA	NA	NA	NA	10	79294956	79294959	10	129474739	129474742	-	+	T2T_INV	50179783	0	0	0	54	0	0	0	KCNMA1	KCNMA1	ENST00000286628	-1	0	intron	1	28	_	_	_	_	_	_	_	_	_	_	0
605	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	simple_deletion	44	1	NA	NA	NA	NA	NA	10	79679160	79679160	10	94461577	94461577	+	+	DEL	14782417	0	0	0	28	0	0	0	DLG5	DLG5	ENST00000372391	-1	1	intron	1	32	_	_	_	_	_	_	_	_	_	_	0
606	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	tandem_duplication	45	1	NA	NA	NA	NA	NA	10	86553696	86553698	10	108564401	108564403	-	-	DUP	22010705	0	0	0	22	0	0	0	_	_	_	_	_	_	_	_	_	SORCS1	SORCS1	ENST00000344440	-1	0	intron	3	27	_	0
612	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	simple_deletion	46	1	NA	NA	NA	NA	NA	10	86643929	86643930	10	134898272	134898273	+	+	DEL	48254343	0	0	0	64	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
611	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	tandem_duplication	22	1	22.chr10.1	22.chr10.1	79294957.5-qtel	79294957.5-qtel	0.046474191	10	107381718	107381723	10	129843969	129843974	-	-	DUP	22462251	0	0	0	45	0	0	0	_	_	_	_	_	_	_	_	_	PTPRE	PTPRE	ENST00000254667	1	1	intron	3	21	_	0
607	T11	high	R1 77%	tandem_duplication	111	none	#974706	tandem_duplication	15	1	15.chr10.1	15.chr10.2	119127724.5-119127724.5	119823998.5-119823998.5	NA	10	119127722	119127727	10	119823996	119824001	-	-	DUP	696274	0	4	0	0	0	0	0	PDZD8	PDZD8	ENST00000334464	-1	2	intron	1	5	_	_	_	_	_	_	_	_	_	_	0
608	T11	high	R1 77%	tandem_duplication	112	none	#974706	tandem_duplication	16	1	16.chr10.1	16.chr10.2	124809081.5-124809081.5	124947602.5-124947602.5	NA	10	124809080	124809083	10	124947601	124947604	-	-	DUP	138521	0	20	0	0	0	0	0	ACADSB	ACADSB	ENST00000358776	1	0	intron	8	11	_	_	_	_	_	_	_	_	_	_	0
609	T14	high	R3 100%	complex_unclassified	57	none	#FF0080	tandem_duplication	23	1	23.chr10.1	23.chr10.2	126495822-126495822	126565098-126565098	NA	10	126495821	126495823	10	126565097	126565099	-	-	DUP	69276	0	0	0	36	0	0	0	FAM175B	FAM175B	ENST00000298492	1	1	intron	2	9	_	_	_	_	_	_	_	_	_	_	0
580	T14	high	R3 100%	complex_unclassified	49	none	#FF0080	inversion	47	1	NA	NA	NA	NA	NA	11	2273763	2273765	11	97871097	97871099	+	-	H2H_INV	95597334	0	0	0	5	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
571	T11	high	R1 77%	tandem_duplication	113	none	#974706	complex	17	2	17.chr11.1	17.chr11.2	8735215.5-8735215.5	9049526.5-9053000.5	0.000242092	11	8735214	8735217	11	9049790	9049793	-	-	DUP	314576	0	5	0	0	0	0	0	ST5	ST5	ENST00000534127	-1	1	intron	11	23	_	SCUBE2	SCUBE2	ENST00000450649	-1	1	intron	15	18	_	900
