presence.summary	color	subs_clone	confidence	id	event_type	event_id	csv_locus	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I-H-103207-T2-1-D1-1.count	I-H-103207-T3-1-D1-1.count	I-H-103207-T4-1-D1-1.count	I-H-103207-T5-1-D1-1.count	I-H-103207-T6-1-D1-1.count	I-H-103207-T7-1-D1-1.count	I-H-103207-T8-1-D1-1.count	I-H-103207-T9-1-D1-1.count	I-H-103207-T10-1-D1-1.count	I-H-103207-T11-1-D1-1.count	T1.count	N2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag	chr1.mbrass	strand1.mbrass	start1.mbrass	end1.mbrass	chr2.mbrass	presence.I.H.103207.T2.1.D1.1	presence.I.H.103207.T3.1.D1.1	presence.I.H.103207.T4.1.D1.1	presence.I.H.103207.T5.1.D1.1	presence.I.H.103207.T6.1.D1.1	presence.I.H.103207.T7.1.D1.1	presence.I.H.103207.T8.1.D1.1	presence.I.H.103207.T9.1.D1.1	presence.I.H.103207.T10.1.D1.1	presence.I.H.103207.T11.1.D1.1	presence.I.H.103207.T1.1.D1.1	presence.I.H.103207.N2.1.D1.1	I.H.103207.N2.1.D1.1__numcallers	I.H.103207.N2.1.D1.1__callers	I.H.103207.N2.1.D1.1__numreads_brass	I.H.103207.N2.1.D1.1__numreads_svaba	I.H.103207.N2.1.D1.1__numreads_gridss	I.H.103207.T10.1.D1.1__numcallers	I.H.103207.T10.1.D1.1__callers	I.H.103207.T10.1.D1.1__numreads_brass	I.H.103207.T10.1.D1.1__numreads_svaba	I.H.103207.T10.1.D1.1__numreads_gridss	I.H.103207.T11.1.D1.1__numcallers	I.H.103207.T11.1.D1.1__callers	I.H.103207.T11.1.D1.1__numreads_brass	I.H.103207.T11.1.D1.1__numreads_svaba	I.H.103207.T11.1.D1.1__numreads_gridss	I.H.103207.T2.1.D1.1__numcallers	I.H.103207.T2.1.D1.1__callers	I.H.103207.T2.1.D1.1__numreads_brass	I.H.103207.T2.1.D1.1__numreads_svaba	I.H.103207.T2.1.D1.1__numreads_gridss	I.H.103207.T3.1.D1.1__numcallers	I.H.103207.T3.1.D1.1__callers	I.H.103207.T3.1.D1.1__numreads_brass	I.H.103207.T3.1.D1.1__numreads_svaba	I.H.103207.T3.1.D1.1__numreads_gridss	I.H.103207.T4.1.D1.1__numcallers	I.H.103207.T4.1.D1.1__callers	I.H.103207.T4.1.D1.1__numreads_brass	I.H.103207.T4.1.D1.1__numreads_svaba	I.H.103207.T4.1.D1.1__numreads_gridss	I.H.103207.T5.1.D1.1__numcallers	I.H.103207.T5.1.D1.1__callers	I.H.103207.T5.1.D1.1__numreads_brass	I.H.103207.T5.1.D1.1__numreads_svaba	I.H.103207.T5.1.D1.1__numreads_gridss	I.H.103207.T6.1.D1.1__numcallers	I.H.103207.T6.1.D1.1__callers	I.H.103207.T6.1.D1.1__numreads_brass	I.H.103207.T6.1.D1.1__numreads_svaba	I.H.103207.T6.1.D1.1__numreads_gridss	I.H.103207.T7.1.D1.1__numcallers	I.H.103207.T7.1.D1.1__callers	I.H.103207.T7.1.D1.1__numreads_brass	I.H.103207.T7.1.D1.1__numreads_svaba	I.H.103207.T7.1.D1.1__numreads_gridss	I.H.103207.T8.1.D1.1__numcallers	I.H.103207.T8.1.D1.1__callers	I.H.103207.T8.1.D1.1__numreads_brass	I.H.103207.T8.1.D1.1__numreads_svaba	I.H.103207.T8.1.D1.1__numreads_gridss	I.H.103207.T9.1.D1.1__numcallers	I.H.103207.T9.1.D1.1__callers	I.H.103207.T9.1.D1.1__numreads_brass	I.H.103207.T9.1.D1.1__numreads_svaba	I.H.103207.T9.1.D1.1__numreads_gridss	presence.summary
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	308	chromothripsis	1	none	2	10958159	10958160	2	23545747	23545748	-	+	0	0	12	10	20	16	19	0	12	24	25	18	0	0	PDIA6	PDIA6	ENST00000381611	-1	1	intron	2	14	_	_	_	_	_	_	_	_	_	_	0	2	-	10958074	10958311	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	25	21	25	3	svaba,gridss,brass	18	12	18	3	brass,gridss,svaba	12	7	12	3	svaba,gridss,brass	10	9	10	3	brass,gridss,svaba	20	14	20	3	svaba,gridss,brass	16	15	16	2	gridss,svaba	NA	17	19	NA	NA	NA	NA	NA	3	gridss,svaba,brass	12	8	12	3	gridss,brass,svaba	24	22	24	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	350	chromothripsis	1	none	2	10958160	10958161	2	44996882	44996883	+	+	0	0	21	13	24	11	22	0	21	24	28	17	0	0	PDIA6	PDIA6	ENST00000381611	-1	1	intron	2	14	_	CAMKMT	CAMKMT	ENST00000378494	1	0	intron	10	11	_	540	2	+	10958096	10958600	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	28	28	28	3	svaba,gridss,brass	17	17	17	3	brass,gridss,svaba	21	21	21	3	svaba,gridss,brass	13	11	13	3	brass,gridss,svaba	24	24	24	3	svaba,gridss,brass	11	11	11	3	brass,gridss,svaba	22	0	22	NA	NA	NA	NA	NA	3	gridss,svaba,brass	21	21	21	3	gridss,brass,svaba	24	24	24	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	318	chromothripsis	1	none	2	12827169	12827171	2	25384572	25384572	-	+	0	0	3	2	3	2	4	0	2	1	6	3	0	0	_	_	_	_	_	_	_	_	_	POMC	POMC	ENST00000405623	-1	_	exon	3	3	_	0	2	-	12826788	12827320	2	1	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	343	chromothripsis	1	none	2	13479192	13479192	2	44912264	44912264	+	+	0	0	11	16	26	18	19	0	17	16	26	21	0	0	_	_	_	_	_	_	_	_	_	CAMKMT	CAMKMT	ENST00000378494	1	1	intron	3	11	_	0	2	+	13479162	13479237	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,gridss	26	NA	26	3	svaba,gridss,brass	21	21	21	3	brass,gridss,svaba	11	11	11	3	svaba,gridss,brass	16	15	16	3	brass,gridss,svaba	26	25	26	2	gridss,brass	18	NA	18	3	brass,gridss,svaba	19	18	19	NA	NA	NA	NA	NA	2	gridss,brass	17	NA	17	2	gridss,brass	16	NA	16	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	374	chromothripsis	1	none	2	13479246	13479248	2	47656633	47656633	-	+	0	0	13	5	15	17	8	0	5	8	18	17	0	0	_	_	_	_	_	_	_	_	_	MSH2	MSH2	ENST00000233146	1	2	intron	6	16	_	0	2	-	13478880	13479395	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	18	18	NA	2	svaba,brass	17	16	NA	2	brass,svaba	13	12	NA	2	svaba,brass	5	6	NA	2	brass,svaba	15	16	NA	2	svaba,brass	17	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	2	brass,svaba	8	8	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	366	chromothripsis	1	none	2	13479407	13479409	2	47548326	47548328	-	-	0	0	7	6	13	8	14	1	4	9	10	9	0	0	_	_	_	_	_	_	_	_	_	AC073283.4	AC073283.4	ENST00000441997	-1	_	UTRintron	3	5	_	0	2	-	13479220	13479556	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,gridss	10	NA	13	2	gridss,brass	9	NA	10	2	brass,gridss	7	NA	12	1	brass	6	NA	NA	2	brass,gridss	13	NA	13	2	gridss,brass	8	NA	9	2	brass,gridss	14	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	9	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	15	chromothripsis	1	none	2	13479408	13479408	2	15713227	15713229	+	-	0	0	11	15	30	19	26	0	13	25	38	18	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	13479357	13479793	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	38	36	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	brass,gridss,svaba	30	27	30	3	svaba,gridss,brass	19	20	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	gridss,svaba,brass	13	11	12	3	gridss,brass,svaba	25	20	25	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	324	chromothripsis	1	ALK	2	13671870	13671871	2	29959223	29959224	+	-	0	0	21	18	32	31	37	0	13	25	43	17	0	0	_	_	_	_	_	_	_	_	_	ALK	ALK	ENST00000389048	-1	1	intron	1	29	_	0	2	+	13671806	13671916	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	346	chromothripsis	1	none	2	15594890	15594890	2	44990418	44990420	+	-	0	0	7	4	7	10	9	0	2	8	14	10	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	CAMKMT	CAMKMT	ENST00000378494	1	0	intron	9	11	_	700	2	+	15594862	15595370	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	14	14	14	3	svaba,gridss,brass	10	9	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	brass,gridss	7	NA	7	3	svaba,gridss,brass	10	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	8	NA	8	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	299	tandem_duplication	2	mycn	2	15713914	15713916	2	16463409	16463411	-	-	0	0	827	3998	12260	9941	11699	309	4434	5455	9688	9952	0	33	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15714040	15714066	2	1	1	1	1	1	1	1	1	1	1	0	1	NA	NA	NA	NA	NA	1	brass	9530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	8439	NA	NA	NA	NA	NA	NA	NA	1	brass	1574	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11_N2
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	232	chromothripsis	13	mycn	2	15726120	15726120	2	16370189	16370189	+	+	0	0	0	0	0	44	16	0	11	0	0	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15726075	15726126	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	44	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	11	NA	11	NA	NA	NA	NA	NA	T5_T6_T8
T4	#E2705D	R1 44%	high	254	complex_unclassified	30	mycn	2	15736227	15736229	2	16397957	16397959	-	-	0	0	0	0	11	0	0	0	0	0	0	0	0	0	DDX1	DDX1	ENST00000381341	1	0	intron	4	27	_	_	_	_	_	_	_	_	_	_	0	2	-	15735963	15736379	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T10	#00B050	A1_PD1 100%	high	20	complex_unclassified	20	mycn	2	15752810	15752812	2	15779642	15779642	-	+	0	0	0	0	0	0	0	0	0	0	26	0	0	0	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	_	_	_	_	_	_	_	_	_	0	2	-	15752689	15752962	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	76	chromothripsis	13	mycn	2	15762596	15762598	2	16041634	16041634	-	+	0	0	1	0	0	52	17	1	9	0	0	0	0	0	DDX1	DDX1	ENST00000381341	1	1	intron	19	27	_	_	_	_	_	_	_	_	_	_	0	2	-	15762442	15762748	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	9	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	158	chromothripsis	13	mycn	2	15787213	15787215	2	16180568	16180568	-	+	0	0	0	0	0	28	39	2	10	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0	2	-	15787123	15787365	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	267	chromothripsis	13	mycn	2	15807989	15807991	2	16432968	16432970	-	-	0	0	1	0	0	26	11	2	7	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15807857	15808141	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	26	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	7	NA	7	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	191	chromothripsis	13	mycn	2	15821284	15821286	2	16224490	16224492	-	-	0	0	0	0	0	0	0	0	13	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	3	4	_	0	2	-	15821009	15821436	2	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	13	NA	NA	NA	NA	NA	NA	NA	T8
T2	#942093	TR1 93%	high	34	complex_unclassified	31	mycn	2	15821789	15821789	2	15886317	15886317	+	+	0	0	11	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15821711	15822075	2	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	brass,gridss,svaba	11	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	25	complex_unclassified	6	mycn	2	15827231	15827232	2	15834163	15834164	+	+	0	0	1	2	3	617	771	22	271	1	940	892	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15827180	15827184	2	0	1	1	1	1	1	1	0	1	1	0	0	NA	NA	NA	NA	NA	1	brass	941	NA	NA	1	brass	893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	617	NA	NA	1	brass	771	NA	NA	2	svaba,gridss	NA	22	22	1	brass	271	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T7_T8_T10_T11
T4	#E2705D	R1 44%	high	65	complex_unclassified	30	mycn	2	15841612	15841614	2	16010027	16010027	-	+	0	0	0	0	14	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15841277	15841763	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	32	chromothripsis	13	mycn	2	15842744	15842746	2	15873582	15873584	-	-	0	0	1	0	0	73	10	0	3	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15842690	15842896	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	73	NA	NA	1	brass	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	28	chromothripsis	13	mycn	2	15850973	15850973	2	15852378	15852380	+	-	0	0	0	2	4	9	12	0	0	4	4	3	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15851139	15851154	2	0	1	1	1	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	27	chromothripsis	13	mycn	2	15851119	15851121	2	15852061	15852061	-	+	0	0	1	8	8	11	18	0	0	5	3	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15851242	15851271	2	0	1	1	1	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	T3_T4_T5_T6_T9_T10_T11
T9	#B3999F	D1 94%	high	269	complex_unclassified	32	mycn	2	15865773	15865773	2	16433412	16433412	+	+	0	0	0	0	0	0	0	0	0	95	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15865727	15865886	2	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	95	NA	NA	T9
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	36	chromothripsis	13	mycn	2	15873508	15873510	2	15912194	15912196	-	-	0	0	0	0	0	83	22	0	3	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15873486	15873660	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	83	NA	NA	1	brass	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T11	#7800F8	A2_PD1 100%	high	109	complex_unclassified	12	mycn	2	15890750	15890750	2	16112992	16112992	+	+	0	0	0	0	0	0	0	0	0	0	0	15	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15890672	15891020	2	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T11
T11	#7800F8	A2_PD1 100%	high	200	complex_unclassified	12	mycn	2	15890989	15890991	2	16248999	16249001	-	-	0	0	0	0	0	0	0	0	0	0	0	15	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15890853	15891141	2	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T11
T10	#00B050	A1_PD1 100%	high	101	complex_unclassified	20	mycn	2	15905679	15905679	2	16091842	16091842	+	+	0	0	0	0	0	0	0	0	0	0	12	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15905604	15905827	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T10	#00B050	A1_PD1 100%	high	99	complex_unclassified	20	mycn	2	15905897	15905899	2	16091437	16091439	-	-	0	0	0	0	0	0	0	0	0	0	15	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15905814	15906049	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	40	chromothripsis	13	mycn	2	15918288	15918290	2	15932913	15932913	-	+	0	0	0	0	0	30	3	1	2	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15918234	15918440	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	216	chromothripsis	13	mycn	2	15931446	15931448	2	16332405	16332405	-	+	0	0	0	0	0	106	15	0	5	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15931362	15931597	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T2_T5_T6_T8_T10_T11	#007490	TR1,A1,A2,A4,A1_PD1,A2_PD1 100%	high	285	complex_unclassified	3	mycn	2	15932086	15932087	2	16454009	16454010	-	+	0	0	377	18	15	5616	7022	191	2377	48	7886	8092	0	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15932163	15932235	2	1	1	1	1	1	1	1	1	1	1	0	1	1	brass	NA	NA	NA	1	brass	7892	NA	NA	1	brass	8093	NA	NA	2	brass,svaba	377	143	NA	1	brass	18	NA	NA	1	brass	15	NA	NA	1	brass	5617	NA	NA	1	brass	7024	NA	NA	1	svaba	NA	138	NA	1	brass	2377	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11_N2
