id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134722.T19.2.D1.1.count	I.H.134722.T20.2.D1.1.count	I.H.134722.T21.2.D1.1.count	I.H.134722.T22.2.D1.1.count	I.H.134722.T23.2.D1.1.count	I.H.134722.T24.2.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
175	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	33822824	33822825	21	44292694	44292695	-	-	DUP	10469870	0	0	0	12	0	0	EVA1C	EVA1C	ENST00000300255	1	1	intron	1	8	_	WDR4	WDR4	ENST00000398208	-1	2	intron	3	11	_	540
168	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	33856962	33856962	21	34691870	34691872	+	-	INV	834908	0	0	0	20	0	0	EVA1C	EVA1C	ENST00000300255	1	1	intron	4	8	_	_	_	_	_	_	_	_	_	_	0
172	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	34673345	34673346	21	42316364	42316365	-	-	DUP	7643019	0	0	0	13	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
171	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	34685000	34685000	21	42160068	42160070	+	-	INV	7475068	0	0	0	19	0	0	_	_	_	_	_	_	_	_	_	DSCAM	DSCAM	ENST00000400454	-1	1	intron	1	33	_	0
170	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	37946034	37946035	21	42155618	42155619	-	+	INV	4209584	0	0	0	15	0	0	CLDN14	CLDN14	ENST00000342108	-1	_	5UTRintron	1	3	_	DSCAM	DSCAM	ENST00000400454	-1	1	intron	1	33	_	580
177	T21_T22	high	A3 41% / A4 57%	complex_unclassified	27	none	#0057FF	tandem_duplication	59	1	NA	NA	NA	NA	NA	21	40683339	40683341	21	44923602	44923604	-	-	DUP	4240263	0	0	18	29	0	0	BRWD1	BRWD1	ENST00000333229	-1	0	intron	4	42	_	_	_	_	_	_	_	_	_	_	0
173	T21_T22	high	A3 41% / A4 57%	complex_unclassified	27	none	#0057FF	tandem_duplication	60	1	NA	NA	NA	NA	NA	21	42228558	42228559	21	42400588	42400589	-	-	DUP	172030	0	0	20	16	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
176	T21_T22	high	A3 41% / A4 57%	complex_unclassified	27	none	#0057FF	inversion	61	1	NA	NA	NA	NA	NA	21	43728455	43728456	21	44877354	44877355	+	-	INV	1148899	0	0	34	7	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
178	T21_T22	high	A3 41% / A4 57%	complex_unclassified	27	none	#0057FF	inversion	62	1	NA	NA	NA	NA	NA	21	44453990	44453991	21	46436613	46436614	-	+	INV	1982623	0	1	23	5	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
179	T21_T22	high	A3 41% / A4 57%	complex_unclassified	27	none	#0057FF	tandem_duplication	63	1	NA	NA	NA	NA	NA	21	47427711	47427714	21	47516422	47516425	-	-	DUP	88711	0	1	19	10	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
150	T20_T21	high	A2 76% / A3 12%	reciprocal_inversion	18	none	#884600	reciprocal_inversion	17	2	NA	NA	NA	NA	NA	22	34624250	34624250	22	34982767	34982769	+	-	INV	358517	0	13	2	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
149	T20_T21	high	A2 76% / A3 12%	reciprocal_inversion	18	none	#884600	reciprocal_inversion	17	2	NA	NA	NA	NA	NA	22	34624272	34624274	22	34982573	34982573	-	+	INV	358301	0	9	3	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
148	T20	high	A2 76% / A3 12%	complex_unclassified	18	none	#884600	simple_deletion	17	1	NA	NA	NA	NA	NA	22	34819531	34819536	22	34822106	34822111	+	+	DEL	2575	0	7	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
I-H-134722-T22-2-D1-1.69	T22	high	A4 54%	simple_deletion	39	none	#B40CB4	simple_deletion	4	1	4.chrX.1	4.chrX.2	32251551-32251551	32337521-32337521	NA	X	32251547	32251555	X	32337517	32337525	+	+	DEL	85970	0	0	0	15	0	0	DMD	DMD	ENST00000357033	-1	2	intron	43	79	_	DMD	DMD	ENST00000357033	-1	0	intron	41	79	_	680
