id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116987.T1.1.D1.1.count	I.H.116987.T2.1.D1.1.count	I.H.116987.T3.1.D1.1.count	I.H.116987.T4.1.D1.1.count	I.H.116987.T5.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
106	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904643	15904643	2	15998713	15998715	+	-	0	0	24	15	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
214	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904644	15904646	2	16174110	16174112	-	-	0	0	18	9	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
222	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904644	15904646	2	16174495	16174495	-	+	0	0	12	6	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
334	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15904787	15904787	2	16463483	16463483	+	+	0	0	5	11	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
113	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904806	15904808	2	16019453	16019453	-	+	0	0	30	20	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
115	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904806	15904808	2	16019991	16019991	-	+	0	0	30	20	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
144	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904871	15904871	2	16089151	16089153	+	-	0	0	17	18	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
173	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904871	15904871	2	16115817	16115817	+	+	0	0	20	12	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
176	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15904944	15904946	2	16115971	16115971	-	+	0	0	61	64	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
254	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15919426	15919428	2	16225580	16225580	-	+	0	0	40	35	0	0	1	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRexon	4	4	_	0
156	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15919592	15919592	2	16102398	16102400	+	-	0	0	40	45	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
122	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15936326	15936328	2	16041037	16041039	-	-	0	0	83	79	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
305	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15938784	15938784	2	16400570	16400570	+	+	0	0	168	134	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
161	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15938889	15938889	2	16113304	16113304	+	+	0	0	388	344	0	0	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
343	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15939584	15939584	2	16495132	16495132	+	+	0	0	94	75	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
306	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15941374	15941376	2	16401739	16401741	-	-	0	0	130	118	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
264	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15952849	15952849	2	16239198	16239198	+	+	0	0	153	142	0	1	1	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	0
95	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15956662	15956662	2	15966726	15966728	+	-	0	0	86	74	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
418	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr12.1	15501905-16255326	4722971.5-4722971.5	0.041617835	2	15957307	15957308	12	4722971	4722972	-	-	0	0	76	58	0	0	1	_	_	_	_	_	_	_	_	_	DYRK4	DYRK4	ENST00000540757	1	_	3UTRexon	13	13	_	0
283	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15958616	15958616	2	16357282	16357282	+	+	0	0	81	71	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
234	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15959137	15959137	2	16182401	16182403	+	-	0	0	24	29	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
303	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15959157	15959157	2	16399761	16399763	+	-	0	0	51	47	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
287	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15961859	15961859	2	16383096	16383098	+	-	0	0	89	76	0	0	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
100	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15966513	15966513	2	15987504	15987506	+	-	0	0	79	78	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
111	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15966749	15966751	2	16011869	16011871	-	-	0	0	66	65	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
256	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15968749	15968751	2	16225960	16225962	-	-	0	0	85	66	0	0	0	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	0
128	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15969056	15969056	2	16051338	16051340	+	-	0	0	11	8	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
152	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15977191	15977191	2	16091719	16091721	+	-	0	0	99	69	1	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
281	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15987713	15987715	2	16353084	16353086	-	-	0	0	73	57	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
266	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15989133	15989135	2	16247623	16247625	-	-	0	0	108	102	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
221	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15997933	15997933	2	16174404	16174404	+	+	0	0	26	19	1	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
158	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15997944	15997944	2	16110714	16110714	+	+	0	0	38	43	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
296	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15997985	15997987	2	16398079	16398079	-	+	0	0	11	21	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
171	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998022	15998022	2	16115653	16115653	+	+	0	0	22	13	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
119	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998036	15998038	2	16021145	16021145	-	+	0	0	11	9	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
167	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15998214	15998216	2	16115149	16115151	-	-	0	0	22	32	0	0	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
215	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998214	15998216	2	16174110	16174112	-	-	0	0	14	10	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
149	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998500	15998502	2	16089508	16089510	-	-	0	0	65	49	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
209	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998644	15998644	2	16173936	16173936	+	+	0	0	6	13	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
216	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15998657	15998659	2	16174110	16174112	-	-	0	0	14	10	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
112	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16009161	16009161	2	16012146	16012148	+	-	0	0	58	44	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
196	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16009259	16009259	2	16143192	16143194	+	-	0	0	12	2	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
197	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16011824	16011826	2	16143192	16143194	-	-	0	0	60	68	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
143	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019448	16019448	2	16089146	16089146	+	+	0	0	50	62	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
147	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019448	16019448	2	16089431	16089433	+	-	0	0	27	23	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
168	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019708	16019710	2	16115439	16115441	-	-	0	0	17	19	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
246	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019812	16019812	2	16196742	16196744	+	-	0	0	30	24	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
174	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019990	16019992	2	16115822	16115822	-	+	0	0	39	30	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
165	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16019997	16019997	2	16115139	16115139	+	+	0	0	13	15	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
329	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16020574	16020574	2	16463097	16463097	+	+	0	0	80	71	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
148	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16021226	16021226	2	16089451	16089453	+	-	0	0	29	22	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
230	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16041656	16041656	2	16178687	16178687	+	+	0	0	177	112	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
376	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16044986	16044988	2	16565697	16565697	-	+	0	0	163	139	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
154	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16047120	16047120	2	16092074	16092074	+	+	0	0	35	6	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
155	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16054977	16054979	2	16092419	16092419	-	+	0	0	180	141	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
208	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16073387	16073389	2	16173523	16173523	-	+	0	0	87	61	0	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
282	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16082111	16082111	2	16355662	16355662	+	+	0	0	73	53	0	0	0	MYCN	MYCN	ENST00000281043	1	_	5UTRexon	2	3	_	_	_	_	_	_	_	_	_	_	0
260	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16083017	16083017	2	16231516	16231516	+	+	0	0	77	69	0	0	0	MYCN	MYCN	ENST00000281043	1	1	intron	2	3	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	200
340	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16083388	16083390	2	16491858	16491860	-	-	0	0	14	10	0	0	0	MYCN	MYCN	ENST00000281043	1	1	intron	2	3	_	_	_	_	_	_	_	_	_	_	0
341	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16083390	16083390	2	16491858	16491860	+	-	0	0	65	66	0	0	0	MYCN	MYCN	ENST00000281043	1	1	intron	2	3	_	_	_	_	_	_	_	_	_	_	0
153	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16088394	16088396	2	16092040	16092040	-	+	0	0	68	51	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
177	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16089152	16089152	2	16115971	16115973	+	-	0	0	47	43	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
164	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16089341	16089341	2	16115017	16115019	+	-	0	0	12	20	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
218	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16089341	16089341	2	16174296	16174296	+	+	0	0	10	9	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
239	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16089504	16089506	2	16183224	16183224	-	+	0	0	31	34	0	0	1	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
207	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16092640	16092642	2	16173387	16173389	-	-	0	0	79	73	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
294	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16100566	16100568	2	16389320	16389320	-	+	0	0	60	52	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
255	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16102399	16102399	2	16225580	16225580	+	+	0	0	33	28	0	0	0	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRexon	4	4	_	0
225	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16110708	16110710	2	16174500	16174502	-	-	0	0	24	28	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
212	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16115060	16115062	2	16174014	16174016	-	-	0	0	10	17	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
224	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16115060	16115062	2	16174495	16174495	-	+	0	0	21	27	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
370	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16115138	16115140	2	16559136	16559136	-	+	0	0	4	11	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
374	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16115244	16115244	2	16559511	16559511	+	+	0	0	29	21	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
237	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16115440	16115440	2	16183197	16183199	+	-	0	0	10	18	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
300	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16115636	16115636	2	16398241	16398241	+	+	0	0	21	16	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
371	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16115638	16115640	2	16559136	16559136	-	+	0	0	4	11	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
213	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16115701	16115703	2	16174014	16174016	-	-	0	0	10	17	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
263	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16122114	16122114	2	16238806	16238806	+	+	0	0	50	58	0	0	0	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	0
188	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16128431	16128433	2	16129395	16129395	-	+	0	0	168	122	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
