id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.118706.T20.01.WG01.count	I.H.118706.T1.1.D1.1.count	I.H.118706.T10.1.D1.1.count	I.H.118706.T11.1.D1.1.count	I.H.118706.T12.1.D1.1.count	I.H.118706.T13.1.D1.1.count	I.H.118706.T14.1.D1.1.count	I.H.118706.T15.1.D1.1.count	I.H.118706.T16.1.D1.1.count	I.H.118706.T17.1.D1.1.count	I.H.118706.T2.1.D1.1.count	I.H.118706.T3.1.D1.1.count	I.H.118706.T4.1.D1.1.count	I.H.118706.T5.1.D1.1.count	I.H.118706.T9.1.D1.1.count	I.H.118706.T19.1.D1.1.count	I.H.118706.T19.2.D1.1.count	I.H.118706.T19.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
193	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16147513	16147513	2	16529349	16529349	+	+	0	0	0	2	54	34	84	45	39	14	45	40	0	35	37	38	36	37	23	24	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
228	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16149298	16149298	2	16589107	16589109	+	-	0	0	0	1	25	23	47	28	25	9	35	28	0	21	28	23	21	24	18	18	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
278	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16152504	16152504	2	16707639	16707639	+	+	0	0	0	1	40	16	32	28	32	9	43	28	0	30	34	23	34	24	21	17	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
172	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16153939	16153941	2	16490764	16490766	-	-	0	0	0	1	37	24	65	23	36	11	51	36	0	33	29	28	19	22	16	17	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
225	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16179506	16179506	2	16582725	16582725	+	+	0	0	0	0	44	22	37	20	39	8	33	34	1	29	28	26	13	29	22	19	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
253	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16186680	16186680	2	16631693	16631693	+	+	0	0	0	2	43	24	64	39	30	10	47	29	0	29	32	30	20	28	19	16	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
323	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16188335	16188335	2	16799542	16799542	+	+	0	0	0	0	27	18	61	29	40	5	39	35	1	18	24	19	18	18	11	20	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	100
458	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	7	none	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16190516	16190516	3	178058408	178058408	+	+	0	0	0	0	10	4	4	5	5	2	13	6	0	2	1	4	3	6	2	4	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	KCNMB2	KCNMB2	ENST00000437510	1	_	5UTRintron	1	4	_	100
432	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	7	none	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16190517	16190517	5	163133460	163133460	+	+	0	0	0	0	32	10	25	14	12	2	23	13	0	17	21	15	12	19	6	4	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
345	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16198526	16198528	2	16832290	16832290	-	+	0	0	0	0	40	18	26	26	36	8	43	23	0	33	29	30	19	28	32	17	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
235	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16208190	16208190	2	16611628	16611628	+	+	0	0	0	0	70	49	98	59	51	26	67	56	0	52	80	62	36	39	37	35	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
214	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16217064	16217066	2	16575913	16575913	-	+	0	0	0	0	27	23	50	17	28	8	34	18	0	19	19	22	13	25	19	5	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
195	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16230177	16230177	2	16530805	16530805	+	+	0	0	0	0	25	29	63	32	35	10	31	24	0	33	27	27	14	26	18	11	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
230	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16232429	16232429	2	16600533	16600533	+	+	0	0	0	2	35	24	32	32	31	10	46	27	0	42	29	28	10	37	15	12	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
251	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16232429	16232429	2	16630718	16630720	+	-	0	0	0	0	33	23	61	34	24	10	45	40	1	25	31	31	22	31	18	14	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
259	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16236918	16236918	2	16640774	16640776	+	-	0	0	0	0	22	16	19	20	27	10	36	21	0	22	16	39	20	18	23	11	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
358	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16236999	16237001	2	16843246	16843248	-	-	0	0	0	1	37	17	37	26	29	6	46	30	2	22	18	23	19	27	12	17	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
113	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16240196	16240196	2	16263306	16263306	+	+	0	0	0	0	29	23	27	18	33	13	41	35	0	29	26	14	14	31	9	11	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
136	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16241523	16241523	2	16392352	16392354	+	-	0	0	0	0	30	23	54	24	22	9	43	41	0	31	33	25	15	24	13	18	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
249	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16245832	16245834	2	16629849	16629849	-	+	0	0	0	0	31	20	52	21	23	10	26	18	1	23	29	23	11	21	21	10	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRexon	1	4	_	_	_	_	_	_	_	_	_	_	0
359	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16254329	16254329	2	16846016	16846018	+	-	0	0	0	0	45	20	52	18	27	5	42	13	1	36	15	42	15	22	15	15	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
257	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16254845	16254847	2	16636625	16636627	-	-	0	0	0	0	34	21	61	26	31	10	57	31	1	29	25	27	32	28	20	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
112	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16255332	16255332	2	16263161	16263161	+	+	0	0	0	0	32	14	22	22	18	4	41	23	0	26	19	16	11	13	13	18	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
298	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16255332	16255332	2	16747366	16747368	+	-	0	0	0	0	4	5	8	10	4	5	6	5	0	10	10	8	4	14	3	9	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
119	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16255930	16255932	2	16330226	16330228	-	-	0	0	0	0	44	15	34	29	28	5	39	32	0	22	36	23	22	32	26	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
248	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16259900	16259900	2	16628806	16628806	+	+	0	0	0	0	18	20	16	13	20	11	25	19	0	14	18	15	8	6	9	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
280	T5	high_conf	T5_69	DM	85	mycn	#027FFF	complex	10	7	NA	NA	NA	NA	NA	2	16261744	16261744	2	16711122	16711122	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
147	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16262947	16262949	2	16415037	16415039	-	-	0	0	0	0	17	7	17	12	11	3	25	23	0	20	8	16	10	15	12	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
231	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16262965	16262967	2	16601238	16601240	-	-	0	0	0	0	61	31	73	31	36	9	48	38	0	34	31	40	29	35	24	21	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
297	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16263380	16263380	2	16747361	16747363	+	-	0	0	0	0	21	21	31	24	29	3	33	24	0	24	16	33	16	24	8	18	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
135	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16263526	16263526	2	16391431	16391433	+	-	0	0	0	0	27	8	19	13	9	4	24	17	0	15	21	23	12	11	16	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
459	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	7	none	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16263620	16263620	3	178058534	178058536	+	-	0	0	0	0	12	11	15	10	17	2	6	14	0	12	11	5	6	8	9	10	_	_	_	_	_	_	_	_	_	KCNMB2	KCNMB2	ENST00000437510	1	_	5UTRintron	1	4	_	0
342	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16265351	16265351	2	16830687	16830689	+	-	0	0	0	0	32	28	53	29	29	11	39	19	0	36	30	26	25	33	16	16	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
518	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	simple_deletion	10	1	NA	NA	NA	NA	NA	2	16271552	16271565	2	16273932	16273960	+	+	0	0	3056	332	1249	981	1633	1068	1388	432	1501	1244	74	1158	1113	1605	685	981	737	707																			NA
222	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16345993	16345993	2	16581557	16581559	+	-	0	0	0	0	46	34	64	23	32	15	46	24	1	35	24	34	22	27	22	21	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
183	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16350956	16350957	2	16507629	16507630	+	+	0	0	0	1	32	20	25	30	27	10	42	28	1	39	15	22	18	26	20	15	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
286	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16360273	16360275	2	16720019	16720021	-	-	0	0	0	1	39	35	71	29	34	15	42	24	0	20	40	36	24	26	9	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
218	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16361051	16361051	2	16577604	16577604	+	+	0	0	0	0	48	20	23	35	32	12	40	40	0	25	16	38	16	20	17	19	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
211	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16364619	16364619	2	16573251	16573253	+	-	0	0	0	0	51	29	33	40	30	10	36	39	1	46	32	34	19	26	14	27	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
244	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16368224	16368226	2	16627430	16627430	-	+	0	0	0	0	30	17	30	20	31	4	40	28	0	28	30	27	30	20	10	19	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
287	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16372518	16372520	2	16725294	16725294	-	+	0	0	0	1	74	38	85	63	45	17	74	53	0	60	53	71	38	54	30	45	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
246	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16378082	16378082	2	16628635	16628635	+	+	0	0	0	0	5	7	15	10	12	3	12	11	0	9	6	13	6	5	4	7	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
176	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16379113	16379113	2	16500917	16500917	+	+	0	0	0	1	35	22	22	29	40	4	35	34	0	21	32	22	17	28	16	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
131	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16381689	16381693	2	16388334	16388338	+	-	0	0	0	0	30	21	42	18	19	4	33	29	0	25	31	31	17	16	9	14	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
174	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16384364	16384366	2	16492202	16492202	-	+	0	0	0	2	33	23	44	35	27	8	28	36	0	41	30	27	22	35	25	15	AC010745.1	AC010745.1	ENST00000444804	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
291	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16388362	16388364	2	16738701	16738701	-	+	0	0	0	0	46	23	29	21	39	11	47	32	0	32	27	33	22	40	16	17	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	0	intron	10	12	_	0
206	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16391839	16391841	2	16565121	16565121	-	+	0	0	0	0	25	17	45	17	18	10	28	25	0	22	21	20	22	21	16	15	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
207	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16392043	16392043	2	16566072	16566074	+	-	0	0	0	0	3	6	14	2	7	2	7	0	0	10	3	0	6	5	1	2	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
145	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16393707	16393707	2	16407846	16407846	+	+	0	0	0	0	5	4	8	8	4	1	4	4	0	9	15	8	3	3	4	7	_	_	_	_	_	_	_	_	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	0
309	T5	high_conf	T5_69	DM	85	mycn	#027FFF	complex	10	7	NA	NA	NA	NA	NA	2	16399278	16399278	2	16766852	16766854	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
519	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	complex	11	5	NA	NA	NA	NA	NA	2	16406000	16406542	2	16407466	16407915	-	+	0	0	1870	88	311	252	438	282	388	96	371	299	24	329	315	404	180	285	192	191																			NA
520	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	complex	11	5	NA	NA	NA	NA	NA	2	16406142	16406194	2	16406467	16406501	+	-	0	0	1232	117	442	293	514	376	548	124	516	393	21	399	397	606	211	331	228	243																			NA
521	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	complex	11	5	NA	NA	NA	NA	NA	2	16406356	16406358	2	16407436	16407915	+	+	0	0	2396	255	953	662	1074	772	1106	223	1082	842	65	769	834	1234	533	725	488	481																			NA
522	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	complex	11	5	NA	NA	NA	NA	NA	2	16406415	16406542	2	16407941	16408388	-	-	0	0	6038	471	1699	1118	1949	1384	1978	460	1907	1595	94	1495	1493	2206	891	1313	914	891																			NA
351	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16406510	16406512	2	16837863	16837865	-	-	0	0	0	0	32	25	48	20	20	6	45	27	0	32	32	31	16	28	18	10	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
161	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16407293	16407293	2	16459133	16459133	+	+	0	0	0	1	25	19	28	24	19	3	39	31	0	25	18	30	11	15	14	8	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
356	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16407293	16407293	2	16841766	16841768	+	-	0	0	0	0	11	4	12	6	9	0	10	8	0	13	10	9	3	5	5	7	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
240	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16407764	16407766	2	16618639	16618639	-	+	0	0	0	0	23	10	18	17	17	3	28	23	0	14	20	23	5	9	10	7	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
270	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16408328	16408330	2	16686996	16686998	-	-	0	0	0	1	42	20	32	33	24	10	37	45	1	25	28	32	16	20	24	23	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
332	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16410098	16410100	2	16820754	16820754	-	+	0	0	0	0	39	30	59	34	27	8	41	36	0	33	37	25	19	29	12	11	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRexon	3	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
